Date,Open,High,Low,Close,Volume
2017/6/21,141.14,141.68,140.26,141.49,21925061
2017/6/20,142.46,142.46,140.58,140.65,25657723
2017/6/19,139.34,142.33,139.34,141.94,33472886
2017/6/16,139.46,140.15,137.92,137.99,51826229
2017/6/15,139.01,140.13,137.93,139.96,32644063
2017/6/14,143.06,143.06,139.51,140.78,32431237
2017/6/13,142.73,143.01,140.78,142.19,35153645
2017/6/12,141.36,141.7,138.22,141.04,74441351
2017/6/9,150.52,150.52,141.63,144.5,66797288
2017/6/8,150.58,150.86,149.76,150.33,21802261
2017/6/7,150.36,151.29,149.83,150.7,21672069
2017/6/6,149.28,151.12,149.17,149.81,27418494
2017/6/5,149.7,149.81,148.85,149.31,26068551
2017/6/2,148.97,150.78,148.28,150.78,28563153
2017/6/1,148.56,148.72,147.64,148.57,16892379
2017/5/31,149.34,149.53,147.8,148.15,25214012
2017/5/30,148.81,149.79,148.72,149.06,20742764
2017/5/26,149.37,149.6,148.7,149,22570724
2017/5/25,149.12,149.71,148.42,149.26,19814937
2017/5/24,149.23,149.53,148.07,148.73,19802424
2017/5/23,150.24,150.24,148.7,149.19,20526201
2017/5/22,149.37,149.93,148.3,149.36,23645440
2017/5/19,148.77,149.35,148.03,148.45,27722163
2017/5/18,146.72,148.73,146.59,147.96,34608943
2017/5/17,148.99,149.92,145.2,145.72,52251095
2017/5/16,151.25,151.37,150.06,150.79,20616183
2017/5/15,151.32,151.95,150.39,151.01,26718501
2017/5/12,150.04,151.73,150.01,151.41,33436314
2017/5/11,147.87,149.43,147.73,149.32,28083942
2017/5/10,148.39,148.7,146.92,148.03,26689577
2017/5/9,148.63,149.6,148.21,148.75,40408196
2017/5/8,143.96,148.46,143.96,147.8,50400688
2017/5/5,141.77,143.91,141.77,143.89,28291272
2017/5/4,141.53,142.14,140.83,141.54,24169459
2017/5/3,140.63,142.47,139.36,142.06,47217729
2017/5/2,142.52,143.04,141.84,142.49,45999342
2017/5/1,140.15,142.19,140.02,141.59,34709208
2017/4/28,139.19,139.39,138.38,138.76,21595872
2017/4/27,139.02,139.25,138.42,138.9,14708590
2017/4/26,139.55,139.68,138.49,138.79,20722701
2017/4/25,139.01,139.97,138.97,139.61,19330343
2017/4/24,138.61,139.05,138.3,138.75,17722037
2017/4/21,137.59,137.82,137.02,137.43,17216526
2017/4/20,136.41,138.05,136.35,137.59,23178296
2017/4/19,137.05,137.17,135.67,135.89,17101620
2017/4/18,136.6,137.21,136.31,136.39,14559903
2017/4/17,136.66,137.05,136.07,137,16175989
2017/4/13,137.08,137.53,136.25,136.25,17746522
2017/4/12,136.77,137.31,136.21,136.97,20580812
2017/4/11,138.07,138.46,135.28,136.8,31450521
2017/4/10,138.71,138.98,138.03,138.29,17274316
2017/4/7,138.84,139.27,138.38,138.45,17260043
2017/4/6,139.38,139.6,138.56,138.77,21012977
2017/4/5,139.31,140.51,138.92,139.12,27968933
2017/4/4,138.37,139.96,138.29,139.84,20114979
2017/4/3,138.82,139.21,138.18,138.81,20690390
2017/3/31,138.83,139.36,138.14,138.77,19455429
2017/3/30,139.28,139.58,138.61,139.03,19360891
2017/3/29,138.79,139.57,138.31,139.21,29041899
2017/3/28,136.11,139.14,135.84,138.91,33911209
2017/3/27,134.64,136.41,133.89,136.08,23003026
2017/3/24,136.68,136.91,135.57,135.86,22176215
2017/3/23,136.45,136.75,135.83,136.12,21063692
2017/3/22,135.08,136.77,135.01,136.61,26771968
2017/3/21,137.28,137.93,134.98,135.08,40923696
2017/3/20,135.62,136.68,135.45,136.65,22301590
2017/3/17,136.2,136.2,135.12,135.21,39278256
2017/3/16,135.93,136.22,135.48,135.9,19910099
2017/3/15,134.66,135.96,134.28,135.68,26597641
2017/3/14,134.56,134.9,134.1,134.25,15848846
2017/3/13,134.42,134.68,134.09,134.46,18035987
2017/3/10,134.51,134.6,133.91,134.4,19140091
2017/3/9,134.01,134.06,132.38,133.95,21341573
2017/3/8,134.21,135.04,134.09,134.26,18603656
2017/3/7,134.32,135.2,134.06,134.77,17275788
2017/3/6,134.61,135.02,133.87,134.59,19612310
2017/3/3,134.05,135.07,133.87,135.03,20684727
2017/3/2,135.22,135.5,134.03,134.22,26469632
2017/3/1,133.2,135.37,132.91,135.04,36234530
2017/2/28,132.41,132.75,132.04,132.32,21895303
2017/2/27,132.47,132.75,131.63,132.26,19812175
2017/2/24,131.27,132,130.68,132,21976904
2017/2/23,132.7,132.79,131.65,131.84,19263944
2017/2/22,131.78,132.45,131.47,132.44,18217170
2017/2/21,131.58,132.09,131.34,132.04,22705993
2017/2/17,130.5,131.2,130.5,131.11,21871442
2017/2/16,131.07,131.26,130.25,130.75,22297190
2017/2/15,130.92,131.62,130.04,130.91,34818055
2017/2/14,128.92,130.49,128.72,130.42,32154850
2017/2/13,128.55,129.25,128.24,128.76,22893108
2017/2/10,127.96,128.42,127.56,127.63,20002431
2017/2/9,127.16,127.94,126.63,127.92,24882259
2017/2/8,126.34,127.16,126.21,126.98,22315812
2017/2/7,125.56,127.03,125.47,126.49,37676817
2017/2/6,124.18,125.52,123.97,125.32,27153191
2017/2/3,123.41,124.24,123.28,124.13,25481406
2017/2/2,123.09,124.43,122.9,123.63,33403239
2017/2/1,122.17,125.51,122.15,123.82,114645495
2017/1/31,116.52,116.75,116.01,116.72,41496524
2017/1/30,116.31,116.97,116.05,116.97,30925147
2017/1/27,117.47,117.68,116.96,117.29,20918713
2017/1/26,117.01,117.77,116.96,117.28,26363791
2017/1/25,115.81,117.43,115.67,117.22,32930800
2017/1/24,114.98,115.51,114.94,115.38,23490405
2017/1/23,115.41,116.2,115.19,115.5,20234560
2017/1/20,115.84,115.84,115.16,115.41,29544059
2017/1/19,114.84,115.5,114.81,115.2,24790688
2017/1/18,115.41,115.89,115.13,115.4,23474549
2017/1/17,113.82,115.63,113.7,115.41,33193434
2017/1/13,114.56,115.05,114.27,114.49,26405467
2017/1/12,114.34,114.74,113.69,114.7,27730357
2017/1/11,114.2,115.34,114.07,115.17,27497660
2017/1/10,114.23,114.82,113.78,114.56,22027480
2017/1/9,113.44,114.87,113.43,114.44,32894338
2017/1/6,112.32,113.65,112.02,113.4,32151335
2017/1/5,111.49,112.4,111.38,112.16,22558181
2017/1/4,111.42,112.06,111.33,111.59,21336154
2017/1/3,111.37,111.89,110.36,111.71,28842761
2016/12/30,112.2,112.72,111.02,111.39,31801990
2016/12/29,112,112.64,111.95,112.28,15337385
2016/12/28,113.01,113.51,111.76,112.3,20076351
2016/12/27,112.07,113.29,112.04,112.78,18200969
2016/12/23,111.17,112.07,111.17,112.07,14324461
2016/12/22,111.91,112.06,111.22,111.85,26161662
2016/12/21,112.34,112.9,112.32,112.59,22501161
2016/12/20,112.29,112.99,112.23,112.49,19631706
2016/12/19,111.37,112.88,111.33,112.19,27348602
2016/12/16,112.02,112.05,111.23,111.54,40242469
2016/12/15,110.97,112.28,110.82,111.39,45119260
2016/12/14,110.63,111.76,110.57,110.78,33645966
2016/12/13,109.49,111.49,109.41,110.78,43601863
2016/12/12,108.96,110.59,108.18,108.97,26947632
2016/12/9,108.01,110.32,108.01,109.59,34688749
2016/12/8,106.62,108.12,106.37,107.84,26912282
2016/12/7,105.09,106.94,104.99,106.79,30475561
2016/12/6,105.32,106.13,105.02,105.74,26189522
2016/12/5,105.79,105.82,104.11,104.94,33581871
2016/12/2,105,105.87,104.69,105.69,24808492
2016/12/1,106.14,106.7,104.86,105.31,36268787
2016/11/30,107.34,107.91,106.04,106.29,34267461
2016/11/29,106.55,107.76,105.85,107.2,28769664
2016/11/28,107.17,108.16,107.13,107.31,26102117
2016/11/25,106.89,107.6,106.71,107.52,11505865
2016/11/23,107.1,107.25,106.1,106.98,25698668
2016/11/22,107.68,108.11,107.14,107.53,23293266
2016/11/21,105.9,107.72,105.8,107.46,28396714
2016/11/18,105.53,106.31,105.47,105.84,27323494
2016/11/17,105.62,106.12,104.67,105.74,27553365
2016/11/16,102.62,106,102.53,105.78,60451270
2016/11/15,102.5,103.56,102.11,103.01,33546942
2016/11/14,103.59,103.68,100.09,101.67,53209598
2016/11/11,103.02,104.7,102.48,104.29,35058818
2016/11/10,106.85,106.85,101.79,103.66,58566963
2016/11/9,105.68,107.07,103.91,106.64,57958641
2016/11/8,106.08,107.45,105.51,106.82,23884255
2016/11/7,105.86,106.28,105.28,106.18,32844837
2016/11/4,104.39,106.02,103.97,104.68,32062691
2016/11/3,106.74,107.2,105.37,105.64,28003105
2016/11/2,106.6,107.51,106.43,106.78,29609065
2016/11/1,108.55,108.86,105.76,106.68,45801729
2016/10/31,108.74,109.31,108.31,108.63,27610537
2016/10/28,108.96,110.25,108.55,108.81,36344840
2016/10/27,110.39,110.86,109.19,109.54,29289232
2016/10/26,109.39,110.7,108.42,110.59,67262906
2016/10/25,112.85,113.25,112.26,113.14,40289861
2016/10/24,112.05,112.66,111.95,112.58,23741942
2016/10/21,111.77,111.87,111.27,111.57,22840596
2016/10/20,111.82,112.32,111.32,112.01,24680711
2016/10/19,112.2,112.68,108.89,112.07,20409707
2016/10/18,113.07,113.1,112.39,112.41,23032517
2016/10/17,112.28,112.76,111.74,112.49,22997117
2016/10/14,112.8,113.06,112.08,112.56,36010896
2016/10/13,111.75,112.38,110.72,111.93,35617450
2016/10/12,112.3,112.88,111.71,112.29,38624199
2016/10/11,112.63,113.57,111.19,111.29,65083534
2016/10/10,110.07,111.71,109.77,111.05,36948275
2016/10/7,109.39,109.61,108.6,109.15,25040338
2016/10/6,108.79,109.42,108.24,108.98,29322119
2016/10/5,108.51,108.75,107.83,108.16,20897073
2016/10/4,108.17,109.39,107.77,108.11,30624344
2016/10/3,107.85,108.16,107.44,107.68,21785884
2016/9/30,107.62,108.48,106.98,108.16,34856426
2016/9/29,108.27,108.89,106.98,107.35,36207557
2016/9/28,108.78,109.69,108.53,109.04,30145997
2016/9/27,108.11,108.29,107.5,108.2,24973671
2016/9/26,106.83,108.5,106.74,108,29921724
2016/9/23,109.49,109.84,106.74,107.85,54032620
2016/9/22,109.43,109.99,109.09,109.67,30833111
2016/9/21,108.94,109.08,107.6,108.64,34714134
2016/9/20,108.16,109.21,107.67,108.66,35463758
2016/9/19,110.23,111.17,108.36,108.67,48473079
2016/9/16,110.16,111.12,109.13,109.97,73640825
2016/9/15,108.95,110.73,108.58,110.57,92554587
2016/9/14,104.03,108.14,103.91,106.95,111142929
2016/9/13,102.88,104.09,102.61,103.3,64004076
2016/9/12,98.224,101.15,98.107,100.9,42759016
2016/9/9,100.12,101.15,98.678,98.678,46011354
2016/9/8,102.62,102.64,100.7,100.96,51901152
2016/9/7,103.18,104.06,102.45,103.68,40632089
2016/9/6,103.25,103.62,102.88,103.05,24293618
2016/9/2,103.05,103.35,102.22,103.08,26926018
2016/9/1,101.56,102.2,101.05,102.13,25636438
2016/8/31,101.09,101.98,101.07,101.52,27900712
2016/8/30,101.23,101.92,100.94,101.41,23346914
2016/8/29,102.03,102.81,101.71,102.22,24478839
2016/8/26,102.78,103.3,101.73,102.32,28008021
2016/8/25,102.76,103.23,102.09,102.92,23937762
2016/8/24,103.87,104.05,103.03,103.37,23537290
2016/8/23,103.9,104.61,103.84,104.15,19841889
2016/8/22,104.16,104.34,103.2,103.82,25690412
2016/8/19,104.07,104.96,103.68,104.65,25641411
2016/8/18,104.53,104.87,104.32,104.38,19746222
2016/8/17,104.4,104.66,103.66,104.5,23758525
2016/8/16,104.9,105.48,104.51,104.67,34260732
2016/8/15,103.47,104.81,103.42,104.75,25586011
2016/8/12,103.13,103.76,103.13,103.51,18702243
2016/8/11,103.83,104.23,103.2,103.28,24388407
2016/8/10,104.01,104.2,103.11,103.35,23298204
2016/8/9,103.56,104.24,103.36,104.11,26634858
2016/8/8,102.88,103.69,102.54,103.69,26764176
2016/8/5,101.69,103,101.6,102.84,34996687
2016/8/4,101.02,101.42,100.74,101.3,26374386
2016/8/3,99.77,100.73,99.73,100.68,28761826
2016/8/2,100.92,100.94,98.983,99.437,33026629
2016/8/1,99.367,101.02,99.367,100.92,38635088
2016/7/29,99.158,99.51,98.668,99.178,26077023
2016/7/28,97.868,99.407,97.858,99.298,39035810
2016/7/27,99.218,99.308,97.788,97.974,94429658
2016/7/26,92.142,93.239,91.762,92.002,42511187
2016/7/25,93.504,94.067,92.241,92.637,40006117
2016/7/22,94.465,94.505,93.563,93.895,27123452
2016/7/21,95.009,96.131,94.344,94.628,31673806
2016/7/20,95.17,95.61,94.917,95.131,25910569
2016/7/19,94.752,95.17,94.543,95.048,23218994
2016/7/18,93.933,95.293,93.84,95.009,37588056
2016/7/15,94.141,94.505,93.741,94.008,31038446
2016/7/14,92.686,94.209,92.618,94.008,36897453
2016/7/13,92.705,92.953,92.162,92.192,22920730
2016/7/12,92.477,92.983,92.43,92.715,22807261
2016/7/11,92.077,92.934,92.068,92.296,23811621
2016/7/8,91.83,92.212,91.41,92.012,27900158
2016/7/7,91.078,91.839,91.003,91.307,24927424
2016/7/6,90.031,91.041,89.813,90.916,30810898
2016/7/5,90.784,90.793,89.896,90.45,28508145
2016/7/1,90.878,91.806,90.726,91.259,26199835
2016/6/30,89.88,91.144,89.746,90.983,35510931
2016/6/29,89.432,89.984,89.109,89.841,33710391
2016/6/28,88.413,89.137,87.69,89.071,40486753
2016/6/27,88.509,88.556,87.081,87.595,46551345
2016/6/24,88.422,90.084,88.175,88.89,66501263
2016/6/23,91.307,91.639,90.649,91.459,32110106
2016/6/22,91.601,92.212,90.746,90.944,27505793
2016/6/21,90.354,91.696,90.105,91.278,33550699
2016/6/20,91.364,91.905,90.44,90.508,35153469
2016/6/17,91.954,91.983,90.698,90.726,57386235
2016/6/16,91.792,93.028,91.43,92.837,32059232
2016/6/15,93.097,93.657,92.342,92.449,27331410
2016/6/14,92.618,93.718,92.077,92.755,32418230
2016/6/13,93.923,94.334,92.41,92.637,37383132
2016/6/10,93.77,94.548,93.722,94.067,27314346
2016/6/9,93.741,95.16,93.704,94.838,26971413
2016/6/8,94.237,94.752,93.914,94.161,20092020
2016/6/7,94.457,95.048,94.181,94.246,21757086
2016/6/6,93.257,96.965,92.837,93.869,23944098
2016/6/3,93.068,93.524,92.745,93.19,26638685
2016/6/2,92.884,93.113,91.964,93.002,40595857
2016/6/1,94.237,94.733,93.582,93.704,29466212
2016/5/31,94.791,95.553,94.048,95.038,40979011
2016/5/27,94.638,95.62,94.452,95.504,36259673
2016/5/26,94.866,95.87,93.876,95.562,57311597
2016/5/25,93.905,94.922,93.372,94.791,36226314
2016/5/24,92.527,93.354,92.162,93.171,31147708
2016/5/23,91.239,92.497,91.051,91.772,38062054
2016/5/20,90.069,90.822,89.956,90.62,31642550
2016/5/19,90.069,90.069,89.051,89.649,31093474
2016/5/18,89.614,90.611,89.356,89.994,43208332
2016/5/17,89.984,90.126,88.517,88.974,46138152
2016/5/16,87.928,89.831,87.224,89.346,62749884
2016/5/13,85.654,87.24,85.654,86.147,44581858
2016/5/12,88.241,88.299,85.149,85.977,78409642
2016/5/11,88.964,89.051,87.994,88.042,25568412
2016/5/10,88.823,89.051,87.663,88.909,34272710
2016/5/9,88.509,89.241,88.119,88.309,32544937
2016/5/6,88.861,88.936,87.414,88.241,44967262
2016/5/5,89.459,89.527,88.204,88.737,36392984
2016/5/4,90.053,90.716,88.749,89.099,40536197
2016/5/3,89.109,90.566,88.616,90.035,59180556
2016/5/2,88.887,88.995,87.406,88.578,50068379
2016/4/29,88.91,89.601,87.509,88.674,70871174
2016/4/28,92.332,92.588,89.156,89.703,83624572
2016/4/27,90.811,93.375,90.509,92.525,115053493
2016/4/26,98.293,99.62,98.293,98.705,41742443
2016/4/25,99.318,99.94,98.863,99.397,28173145
2016/4/22,99.327,100.73,98.973,99.97,34588535
2016/4/21,101.14,101.14,99.83,100.23,30946166
2016/4/20,100.88,102.25,100.32,101.34,27919021
2016/4/19,102.06,102.17,100.48,101.12,32550584
2016/4/18,103,103.06,101.15,101.67,62243996
2016/4/15,106.03,106.22,103.79,103.91,46537003
2016/4/14,105.59,106.31,105.32,106.02,25617393
2016/4/13,104.81,106.26,104.81,105.97,33755085
2016/4/12,103.43,104.54,102.79,104.48,27640942
2016/4/11,103.08,104.64,102.94,103.13,27997098
2016/4/8,103.02,103.83,102.32,102.79,24344908
2016/4/7,103.99,104.46,102.28,102.67,31184917
2016/4/6,104.27,104.99,103.31,104.97,26589827
2016/4/5,103.59,104.74,103.5,103.87,26205869
2016/4/4,104.46,106.11,104.31,105.12,36779298
2016/4/1,102.9,104.04,102.35,104.03,26549729
2016/3/31,103.78,103.95,102.99,103.1,25318779
2016/3/30,102.78,104.46,102.73,103.63,46874888
2016/3/29,99.218,101.97,99.218,101.87,31306648
2016/3/28,100.26,100.44,99.377,99.51,19431785
2016/3/24,99.79,100.5,99.218,99.96,27626313
2016/3/23,100.73,101.28,100.17,100.39,27172308
2016/3/22,99.57,101.49,99.53,100.94,34298394
2016/3/21,100.2,101.84,99.457,100.18,37531464
2016/3/18,100.59,100.75,99.51,100.19,46731256
2016/3/17,99.83,100.72,99.278,100.07,36387660
2016/3/16,98.963,100.56,98.943,100.23,40492331
2016/3/15,98.343,99.497,98.234,98.933,42357387
2016/3/14,96.401,97.353,96.275,96.974,26509024
2016/3/11,96.712,96.75,96.023,96.731,26782622
2016/3/10,95.937,96.712,94.733,95.704,35428697
2016/3/9,95.84,96.1,94.846,95.659,25600104
2016/3/8,95.333,96.265,94.97,95.572,32165809
2016/3/7,96.857,97.274,95.504,96.363,34435185
2016/3/4,96.837,98.136,95.9,97.459,46273114
2016/3/3,95.141,96.218,95.019,96.023,36765523
2016/3/2,95.076,95.436,94.253,95.303,34222202
2016/3/1,92.369,95.323,92.152,95.095,51756175
2016/2/29,91.624,92.92,91.425,91.463,31859287
2016/2/26,91.946,92.725,91.36,91.673,29054490
2016/2/25,90.858,91.529,90.103,91.529,26110896
2016/2/24,88.9,91.17,88.274,90.904,36831760
2016/2/23,91.189,91.284,89.44,89.572,31420158
2016/2/22,91.104,91.663,90.736,91.643,35000960
2016/2/19,90.811,91.529,90.62,90.849,34453535
2016/2/18,93.497,93.545,90.896,91.057,39175002
2016/2/17,91.445,92.9,90.951,92.818,44819810
2016/2/16,89.884,91.615,89.494,91.415,48073201
2016/2/12,89.099,89.393,87.982,88.91,41543546
2016/2/11,88.719,89.601,87.585,88.636,48581644
2016/2/10,90.736,91.141,89.014,89.175,43503981
2016/2/9,89.193,90.755,88.853,89.855,44368224
2016/2/8,88.096,90.528,88.009,89.875,55730909
2016/2/5,91.303,91.681,88.626,88.937,45625735
2016/2/4,90.678,92.069,90.044,91.378,48025797
2016/2/3,89.381,91.111,88.513,90.649,47244462
2016/2/2,89.775,90.358,88.702,88.891,37559754
2016/2/1,90.762,90.989,89.757,90.726,40874930
2016/1/29,89.181,91.581,88.767,91.581,65492598
2016/1/28,88.24,88.928,86.924,88.523,58554679
2016/1/27,90.358,90.911,87.817,87.895,139355640
2016/1/26,94.018,94.912,92.27,94.075,64413400
2016/1/25,95.514,95.523,93.344,93.557,52753423
2016/1/22,92.796,95.455,92.552,95.418,68342477
2016/1/21,91.319,92.089,89.323,90.602,49469819
2016/1/20,89.473,92.379,87.895,91.064,74016926
2016/1/19,92.587,92.816,89.85,90.94,56425903
2016/1/15,90.51,91.93,89.718,91.384,83242541
2016/1/14,92.163,94.538,90.076,93.633,65539335
2016/1/13,94.386,95.198,91.543,91.628,65115215
2016/1/12,94.603,94.733,92.994,94.047,49925242
2016/1/11,93.113,93.198,91.581,92.701,52867038
2016/1/8,92.72,93.246,91.037,91.224,73946515
2016/1/7,92.84,94.206,90.726,90.744,81438354
2016/1/6,94.613,96.314,93.96,94.742,71475597
2016/1/5,99.497,99.6,96.353,96.634,56039342
2016/1/4,96.536,99.148,95.974,99.128,66780195
2015/12/31,100.68,100.7,98.608,99.043,41271138
2015/12/30,102.16,102.27,100.84,100.96,23645311
2015/12/29,100.63,102.95,100.53,102.3,32876227
2015/12/28,101.22,101.32,99.9,100.49,28383393
2015/12/24,102.55,102.55,101.56,101.64,14451650
2015/12/23,100.92,102.4,100.86,102.19,34710823
2015/12/22,101.04,101.35,100.15,100.89,34847002
2015/12/21,100.92,101.01,99.318,100.97,50583143
2015/12/18,102.46,103.04,99.56,99.78,102518370
2015/12/17,105.4,105.61,102.53,102.53,47588154
2015/12/16,104.51,105.38,102.36,104.75,59774723
2015/12/15,105.33,106.11,103.81,103.94,56676106
2015/12/14,105.54,106,103.31,105.82,69069238
2015/12/11,108.38,108.56,106.16,106.49,49834341
2015/12/10,109.18,110.04,108.66,109.3,31049621
2015/12/9,110.67,110.71,108.27,108.77,49276541
2015/12/8,110.55,111.59,109.96,111.24,36466803
2015/12/7,111.94,112.77,110.83,111.29,34101686
2015/12/4,108.48,112.2,108.3,111.99,61409965
2015/12/3,109.65,109.89,107.46,108.39,44175148
2015/12/2,110.14,111.12,109.22,109.41,35467311
2015/12/1,111.73,111.78,109.96,110.37,37043911
2015/11/30,111.01,112.35,110.77,111.31,41643992
2015/11/27,111.3,111.41,110.63,110.83,13866770
2015/11/25,112.17,112.18,110.94,111.05,22733217
2015/11/24,110.37,112.3,110.21,111.85,45486734
2015/11/23,112.22,112.65,110.37,110.77,34525030
2015/11/20,112.16,112.82,111.82,112.25,36442997
2015/11/19,110.67,112.66,109.86,111.76,46018298
2015/11/18,108.91,110.52,108.65,110.34,49609543
2015/11/17,108.11,108.24,106.62,106.97,29353477
2015/11/16,104.79,107.48,104.44,107.42,40502884
2015/11/13,108.39,108.72,105.63,105.69,48693127
2015/11/12,109.39,109.92,108.8,108.87,34570734
2015/11/11,109.49,110.45,108.4,109.25,48061242
2015/11/10,110,111.09,109.2,109.87,62845916
2015/11/9,113.81,114.61,112.94,113.43,36001246
2015/11/6,113.95,114.61,113.48,113.91,35119925
2015/11/5,114.65,115.43,113.06,113.77,42039701
2015/11/4,115.35,115.99,113.94,114.29,47878255
2015/11/3,113.16,115.68,113.07,114.84,48588350
2015/11/2,112.3,113.69,112.06,113.52,34367558
2015/10/30,113.33,113.56,111.91,111.95,52693926
2015/10/29,111.2,113.06,110.79,112.91,54681589
2015/10/28,109.54,111.77,108.72,111.74,91320075
2015/10/27,108.1,109.18,106.8,107.31,74596750
2015/10/26,110.61,110.66,107.67,108,70806625
2015/10/23,109.33,111.7,108.97,111.56,63370049
2015/10/22,107.1,108.2,106.9,108.2,44462758
2015/10/21,106.81,108.28,106.53,106.59,45181031
2015/10/20,104.31,106.96,103.81,106.6,52269690
2015/10/19,103.79,104.69,103.16,104.67,31765834
2015/10/16,104.71,104.93,103.55,104.01,41878078
2015/10/15,103.92,105.03,103.51,104.79,40213740
2015/10/14,104.26,104.48,102.63,103.26,47460580
2015/10/13,103.81,105.36,103.69,104.72,35277727
2015/10/12,105.61,105.63,104.41,104.56,32513522
2015/10/9,103.05,105.19,102.57,105.05,56289354
2015/10/8,103.24,103.24,101.37,102.57,66158817
2015/10/7,104.68,104.7,102.49,103.77,49918984
2015/10/6,103.64,104.68,102.83,104.28,52151351
2015/10/5,102.93,104.34,102.19,103.77,55567053
2015/10/2,101.18,103.98,100.76,103.41,61932005
2015/10/1,102.19,102.69,100.52,102.65,68239881
2015/9/30,103.22,104.5,101.88,103.34,70955316
2015/9/29,105.69,106.34,101.04,102.18,78312364
2015/9/28,106.66,107.33,105.35,105.35,55600229
2015/9/25,109.08,109.32,106.83,107.46,59938257
2015/9/24,106.08,108.2,105.28,107.74,53525741
2015/9/23,106.46,107.47,106.13,107.1,38167817
2015/9/22,106.21,106.97,105.42,106.23,53740970
2015/9/21,106.5,108.07,106.49,107.93,53608394
2015/9/18,105.13,107.08,104.8,106.28,79294297
2015/9/17,108.36,109.13,106.55,106.73,68435797
2015/9/16,108.9,109.18,108.14,109.05,39680027
2015/9/15,108.61,109.17,107.19,108.93,46263617
2015/9/14,109.22,109.5,107.61,108.02,62298882
2015/9/11,104.72,107,104.69,107,53281228
2015/9/10,103.32,106.11,102.95,105.47,67115803
2015/9/9,106.59,106.83,102.84,103.2,90743130
2015/9/8,104.6,105.46,103.36,105.22,58541738
2015/9/4,102.1,103.47,101.66,102.36,53367582
2015/9/3,105.39,105.66,103.09,103.4,56823496
2015/9/2,103.28,105.25,102.23,105.25,66062000
2015/9/1,103.2,104.81,100.57,100.91,82027561
2015/8/31,104.96,107.29,104.93,105.64,60020771
2015/8/28,105.1,106.14,104.5,106.12,56749307
2015/8/27,105.15,106.07,103.07,105.78,90321710
2015/8/26,100.3,102.94,98.401,102.76,103300174
2015/8/25,104.08,104.08,96.955,97.189,110587522
2015/8/24,88.878,101.95,86.189,96.605,173099104
2015/8/21,103.45,104.83,98.973,99.091,136925092
2015/8/20,106.88,107.12,104.58,105.53,73120706
2015/8/19,108.76,109.16,107.43,107.75,51542488
2015/8/18,109.07,110.04,108.67,109.14,36891150
2015/8/17,108.7,110.23,108.2,109.76,43641582
2015/8/14,107.1,108.95,106.82,108.62,45824263
2015/8/13,108.7,109.04,107.3,107.87,51808493
2015/8/12,105.43,108.12,102.7,107.96,108542325
2015/8/11,110.36,110.7,106.16,106.32,103569926
2015/8/10,109.17,112.42,109.17,112.17,58656913
2015/8/7,107.34,108.9,107.26,108.22,41277969
2015/8/6,108.63,109.14,106.91,107.86,56443261
2015/8/5,105.35,109.52,104.55,107.63,106489160
2015/8/4,109.5,109.77,105.62,106.92,133109146
2015/8/3,113.31,114.31,109.59,110.44,74998597
2015/7/31,114.33,114.37,112.77,113.12,45983861
2015/7/30,114.08,114.31,113.5,114.13,36058250
2015/7/29,114.87,115.18,114.03,114.72,39686201
2015/7/28,115.07,115.55,114.29,115.07,36047315
2015/7/27,114.81,115.28,113.9,114.5,47667956
2015/7/24,116.89,117.27,115.54,116.11,45209046
2015/7/23,117.69,118.53,116.64,116.73,54684736
2015/7/22,113.77,117.04,113.77,116.79,123793329
2015/7/21,123.89,123.95,121.52,121.94,82302995
2015/7/20,122.14,124,121.89,123.17,63156466
2015/7/17,120.39,120.9,119.65,120.9,49500668
2015/7/16,119.16,119.89,118.78,119.83,38839917
2015/7/15,117.25,118.59,117.11,118.26,36060108
2015/7/14,117.55,117.85,116.62,117.14,34054294
2015/7/13,116.61,117.28,115.93,117.19,44435086
2015/7/10,113.72,115.5,113.03,114.98,65788010
2015/7/9,115.5,115.68,111.18,111.98,84274457
2015/7/8,116.09,116.24,114.28,114.31,65152374
2015/7/7,117.41,117.65,115.42,117.22,50339284
2015/7/6,116.52,117.72,116.44,117.51,30088107
2015/7/2,117.91,118.15,117.3,117.92,29177223
2015/7/1,118.34,118.38,117.5,118.06,32423925
2015/6/30,117.1,117.62,116.45,116.97,47577012
2015/6/29,117,117.95,116.09,116.14,52713917
2015/6/26,119.07,119.36,117.98,118.2,47251170
2015/6/25,120.18,120.51,118.92,118.92,34246023
2015/6/24,118.65,121.05,118.56,119.47,59275517
2015/6/23,118.9,119.01,118.32,118.47,32456161
2015/6/22,118.91,119.42,118.52,119.01,36499060
2015/6/19,119.14,119.2,117.88,118.06,58670763
2015/6/18,118.67,119.65,118.66,119.25,37965807
2015/6/17,119.12,119.25,118.19,118.73,35296731
2015/6/16,118.46,119.22,117.85,119.01,33769936
2015/6/15,117.6,118.67,117.24,118.36,47167641
2015/6/12,119.54,119.67,118.55,118.61,39478554
2015/6/11,120.49,121.39,119.8,119.91,37948321
2015/6/10,119.31,120.65,119.22,120.2,41902110
2015/6/9,118.15,119.44,117.15,118.84,60100184
2015/6/8,120.22,120.52,118.27,119.19,56481097
2015/6/5,120.82,120.97,119.7,119.97,38201274
2015/6/4,120.86,121.77,120.23,120.67,41228593
2015/6/3,121.85,122.11,121.13,121.33,33222440
2015/6/2,121.1,121.84,120.63,121.18,36068297
